Type,MimeType,Supplier,Author,Publisher,Group,Name,Version,Scope,LicenseExpressions,LicenseNames,Copyright,Cpe,Purl,Modified,SwidTagId,SwidName,SwidVersion,SwidTagVersion,SwidPatch,SwidTextContentType,SwidTextEncoding,SwidTextContent,SwidUrl,MD5,SHA-1,SHA-256,SHA-384,SHA-512,SHA3-256,SHA3-384,SHA3-512,BLAKE2b-256,BLAKE2b-384,BLAKE2b-512,BLAKE3,Streebog-256,Streebog-512,Description
Library,,,,,@rollup,rollup-freebsd-arm64,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-freebsd-arm64@4.55.1,,,,,,,,,,,,,,,f89894ec96e9e5c7717a422076d7b48df72ee68ab0e0608aafa8b73c94e55d3094e47e45bed9296ece1724746658d5c5fa12a69f8bfba202393903daba92603a,,,,,,,,,,
Library,,,,,@rollup,rollup-freebsd-x64,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-freebsd-x64@4.55.1,,,,,,,,,,,,,,,579c42d6d3955ad2cb9abdd8524d9fe8424ae2a92c92c3988b3fd30ac147bbf47ec28b9b70b59d0bd9d9426c233806e613104854ab26d7fc0a984cb8cf8bb807,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-arm-gnueabihf,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-arm-gnueabihf@4.55.1,,,,,,,,,,,,,,,467de7f85524d89e555b1fb2c2b1bf1c63d30fd8d735b89c46d4ccd757bfba8ae9940ae75d962c5627e73cfa8d34fe41b0edeba08e27f37df6ba4a58ff337bad,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-arm-musleabihf,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-arm-musleabihf@4.55.1,,,,,,,,,,,,,,,82b3cd5b275e2ad73568476b2435a4e28a43ee716d41b32657befaf61880698c942824f57da3d19b66aff025f5609b19e132c065c83d8134752af133a0b8d792,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-arm64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-arm64-gnu@4.55.1,,,,,,,,,,,,,,,6b9f66c1dd64eb1f2d5ca714c52c884a2aae2f0079a57f9f256f53916538ea50aa0ff1910def6e0cddf58eb32654fddf788de684076f7020a5855f15e4c84915,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-arm64-musl,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-arm64-musl@4.55.1,,,,,,,,,,,,,,,a6e4b53048165f91ac1d2a2202c1744d8ae9a2676f91a5e6d02a1f20c1b9b9590fe88055f993bdc610b9604378f67b20628d43bae32ab85f7eec40c1558bb8b8,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-loong64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-loong64-gnu@4.55.1,,,,,,,,,,,,,,,af75afe348a7fa54ec50b49bea79e8b9d55b01174ec1bdaee5fa5ea0e0198c52f39e9ead0d4f2477e1931e6268a99f65b7afd2cacdf729d20751a42284572eee,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-loong64-musl,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-loong64-musl@4.55.1,,,,,,,,,,,,,,,311f1cd3e531025076d85ab847e69048f05acaf61adfef43af01bf8b54ca41715811aa16dc1e5bfeb912448ca97190dd5a35a7a5cbf16cd6802437126c95372f,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-ppc64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-ppc64-gnu@4.55.1,,,,,,,,,,,,,,,dca8681027b5051952629313795ac3e2c8763f0db182de23ccd4992083cb144b27427f6002765a816f7e56a0ea007826d5773becbcc93a8d8b762812e6a67e83,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-ppc64-musl,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-ppc64-musl@4.55.1,,,,,,,,,,,,,,,ce24753ae671d2f758659df4bee78d65383bdda945e7d0e2718acf5621b434480354df3f265f3bce400fbb8bba5636524f69658045236a2365f4933a1c7d5577,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-riscv64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-riscv64-gnu@4.55.1,,,,,,,,,,,,,,,b96d18d768a1d972511116788c07ca6a64f220754c3d09d365c42399ed873150c01d8e1a99fe6ee35e0ea8d602fb1f8bcd1751727206d58a1d2ebaed03cc6cc7,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-riscv64-musl,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-riscv64-musl@4.55.1,,,,,,,,,,,,,,,bbdc99d235243840f5045aeabb7070310a22c6f187199f8984936434a63f872a0480ec25a8a6fadaabbeed48db3d21d88e2572f242891ef5cabf97281f8c037a,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-s390x-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-s390x-gnu@4.55.1,,,,,,,,,,,,,,,ff43de9c10a6a8ce1951dd35f748fb27452c43fd67b22ef7e623d16a43bc88f72213b050e3de58ea6b0fcda3a6bf1d3fa67f9e25556566b36b4a1e164982f136,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-x64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-x64-gnu@4.55.1,,,,,,,,,,,,,,,6bc1b8c22431406d8102fa3e814e97ad179146a8fea4b4b63465ca9bc8a8d7d82847e2bc970dbaf5e4eb3e449d0d300bc0c989a78b61d948740fc27d6c4575be,,,,,,,,,,
Library,,,,,@rollup,rollup-linux-x64-musl,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-linux-x64-musl@4.55.1,,,,,,,,,,,,,,,6c3fb38e916b3293ff86a91f11c9e35d61ccc390488211a2b0e28f8fed8d68d0ee553fbc0ece263dfdd770f1ee6add6dcfcf5644bfb5c1b731298dd649b893ef,,,,,,,,,,
Library,,,,,@rollup,rollup-openbsd-x64,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-openbsd-x64@4.55.1,,,,,,,,,,,,,,,78b5f0d1d3a2a84e109af8a47d0eb28e0920ff10ccf8c754f5826e3f8c924e26d7534a00be71165eded40c9983e1491889a94c7ce1853c99c81d27bf91dccfc6,,,,,,,,,,
Library,,,,,@rollup,rollup-openharmony-arm64,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-openharmony-arm64@4.55.1,,,,,,,,,,,,,,,c739b8e0a8043f5d6d7b74b61c24b261fe732335a6c779fc1c309cec4139f7e95372cc0458da6f30b7ddf6e26f557f0b0a0f50586ebb5edef902e1e7e2f82c5f,,,,,,,,,,
Library,,,,,@rollup,rollup-win32-arm64-msvc,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-win32-arm64-msvc@4.55.1,,,,,,,,,,,,,,,c91e81977b4c0bf801a24e5ccff422d3162755b2311b1e4571ffdc6b4781ebfe89c0e63e49151c25f2343a9793a4f96cedfd7de1ab3adad842b7fd818f160df2,,,,,,,,,,
Library,,,,,@rollup,rollup-win32-ia32-msvc,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-win32-ia32-msvc@4.55.1,,,,,,,,,,,,,,,ddf64189d721134798d281590677a46027e0fb9c0007499ba4206ea1f879999bb3214ff88c85646c44a677674eb05352efc6f9dc262fdce02dc2a9196665399c,,,,,,,,,,
Library,,,,,@rollup,rollup-win32-x64-gnu,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-win32-x64-gnu@4.55.1,,,,,,,,,,,,,,,c46198e695e3ebd23129be32bff3cea2870fcbfaa61068629b2fc5a13a534958eedc561751040c14269965725589db261b1462a19030a53865ff8cd7e358112a,,,,,,,,,,
Library,,,,,@rollup,rollup-win32-x64-msvc,4.55.1,optional,MIT,,,,pkg:npm/%40rollup/rollup-win32-x64-msvc@4.55.1,,,,,,,,,,,,,,,48f12968be835f8ae6717b6785dad0620cd0e56dae5b748225c87cf25076cc89a125184820ae387e452b80857f43cc9435fc39a32679be4790b192e109bd3a97,,,,,,,,,,
Library,,,,,,fsevents,2.3.2,optional,MIT,,,,pkg:npm/fsevents@2.3.2,,,,,,,,,,,,,,,c62a8c411e3101e1d3b81f6e5a6f9f1517083a02813223813fe7978b24fb8ec8150aad5b915ca0b74d28012a3007b11db6938769a3e02adf35d8ff5a6fe0c328,,,,,,,,,,
Library,,,,,,fsevents,2.3.3,optional,MIT,,,,pkg:npm/fsevents@2.3.3,,,,,,,,,,,,,,,e71a037d7f9f2fb7da0139da82658fa5b16dc21fd1efb5a630caaa1c64bae42defbc1d181eb805f81d58999df8e35b4c8f99fade4d36d765cda09c339617df43,,,,,,,,,,
Framework,,,,,@sveltejs,vite-plugin-svelte-inspector,2.1.0,optional,MIT,,,,pkg:npm/%40sveltejs/vite-plugin-svelte-inspector@2.1.0,,,,,,,,,,,,,,,f505f6f08ca6bc19520aab02965e6dd24415c62a6c7e11452fe2f6b779d359f5e775d630c41b8012d4ed95a550a51cfd737ec18498e5b52798e002520b4dd24a,,,,,,,,,,
Library,,,,,,debug,4.4.3,optional,MIT,,,,pkg:npm/debug@4.4.3,,,,,,,,,,,,,,,446c305a7c10be455f6af295b76d8518bc3ec5849dcc04709b4aeee83853540dee994e6165cdbc57790ee2cb6062bcab4e52e9baf808f468a28e5b408cd6dca8,,,,,,,,,,
Library,,,,,,ms,2.1.3,optional,MIT,,,,pkg:npm/ms@2.1.3,,,,,,,,,,,,,,,e85973b9b4cb646dc9d9afcd542025784863ceae68c601f268253dc985ef70bb2fa1568726afece715c8ebf5d73fab73ed1f7100eb479d23bfb57b45dd645394,,,,,,,,,,
Library,,,,,,deepmerge,4.3.1,optional,MIT,,,,pkg:npm/deepmerge@4.3.1,,,,,,,,,,,,,,,dec52a6cc11cefb5eaa5d34eec547246883e796de987e19809b8feacafae63244cbb0b15cb4acc895b4f9fe40994a16f58fff53d8a5aa6a627d0c7b6927167f8,,,,,,,,,,
Library,,,,,,kleur,4.1.5,optional,MIT,,,,pkg:npm/kleur@4.1.5,,,,,,,,,,,,,,,a3e34efbc5ab462404138ffb9f044984dd475a9566266e75d690475313cbb69d015084b3941a653916129937250a726f42adad2aefec825df156991ced95ae41,,,,,,,,,,
Framework,,,,,,svelte-hmr,0.16.0,optional,ISC,,,,pkg:npm/svelte-hmr@0.16.0,,,,,,,,,,,,,,,1b273b70e4b7549ccb95f8fbc0a4b4667cc355dbf73e7d88b957893e4f66dac91f85cbb96eadf0b48672406820afbfc88a6e6b1f972773241fb7f9112eea5c9c,,,,,,,,,,
Library,,,,,,vitefu,0.2.5,optional,MIT,,,,pkg:npm/vitefu@0.2.5,,,,,,,,,,,,,,,4a01ed30ba2a69e7869ddd9ebd9f38f596c009b9f0402230447e7bb75f05c5c5e8668a74b90bb4bb394884906517f796573b9c7b4b077aa3dc0e8f9ebd5720f1,,,,,,,,,,
Library,,,,,,typescript,5.9.3,optional,Apache-2.0,,,,pkg:npm/typescript@5.9.3,,,,,,,,,,,,,,,8e5d6f6733c38a72ebf5e52ddc9feded5e8580d130f508ef04f772b33f4a7d00c3e357d0ac2d98e2f290762694a454f86d795bd511e12e9a7cc2d9ba3394e04b,,,,,,,,,,
Library,,,,,@standard-schema,spec,1.1.0,optional,MIT,,,,pkg:npm/%40standard-schema/spec@1.1.0,,,,,,,,,,,,,,,976685cb98c02e19e21b91e0aab0fa8d72e2feb516acabea37fa89c7aca826c80a85b95577e8aaa94e110976af9bf8cf8adc83a394c2bca327a632a73ab8b2d3,,,,,,,,,,
Framework,,,,,@sveltejs,acorn-typescript,1.0.8,optional,MIT,,,,pkg:npm/%40sveltejs/acorn-typescript@1.0.8,,,,,,,,,,,,,,,7ac80dfb9e3eab436307463fe01a264fdb1a98823b8c6c0dcbfd9adf03596d3d80d91a665ec5f052ddb82ef2e1c7a8d4ab681593871612f7113ba30541b39f34,,,,,,,,,,
Library,,,,,@types,cookie,0.6.0,optional,MIT,,,,pkg:npm/%40types/cookie@0.6.0,,,,,,,,,,,,,,,e0a87d6ba0766d07220217fb152b8c45191459e709809bbd9cf9f1df2ce9b1f5d7fdce7444422aa476380bcd9b5cff74aab2ed5ed903c53668b183b75293b094,,,,,,,,,,
Library,,,,,,cookie,0.6.0,optional,MIT,,,,pkg:npm/cookie@0.6.0,,,,,,,,,,,,,,,53bd5cc936a6ba1d4244d09fa4663ab68dbc971bcdc0f1b81aecff1158e07f7266cefd2f943a756ad4fd792e5d0e33181ee7291db5a7b3a2f07f704acfab2f77,,,,,,,,,,
Library,,,,,,devalue,5.6.1,optional,MIT,,,,pkg:npm/devalue@5.6.1,,,,,,,,,,,,,,,8c3c22ce3f88944641ba71dc3aeb855419c830f0041ef4ec263d01708a7de31620b8b45505c5cef39de9c7f332209bdb57359db06beb470788516270f2104fec,,,,,,,,,,
Library,,,,,,esm-env,1.2.2,optional,MIT,,,,pkg:npm/esm-env@1.2.2,,,,,,,,,,,,,,,129c6bbfe36bfc268be1970518f24860b585a26f98795d43a8c2c726811df52611c4d6da16bb81c1f117fe49075097f9e63dbe4d46e60dc9ae8a56cfd539971c,,,,,,,,,,
Library,,,,,,mrmime,2.0.1,optional,MIT,,,,pkg:npm/mrmime@2.0.1,,,,,,,,,,,,,,,637c1074583655ae9eb6f43923cdb252119db0aadc628c7aa7b15f2f52db2b6278574d45f531a57a94c88672b6e2dee4a1989b9a0f36286825840d572b922c2d,,,,,,,,,,
Library,,,,,,sade,1.8.1,optional,MIT,,,,pkg:npm/sade@1.8.1,,,,,,,,,,,,,,,c5a9770995f55e5a3f938029c0216b1d50028bd7c1a89ed5fa6c2106cb9fff520e29b072d3df057b1f966bfe5032e6f0d3da5267fbbc118f0f5a07af26c5e9d4,,,,,,,,,,
Library,,,,,,mri,1.2.0,optional,MIT,,,,pkg:npm/mri@1.2.0,,,,,,,,,,,,,,,b73cec91bddb1bc2ef606145fe60d3a6ade3a48e90f707372c49816a086ef83742b2c77515a90dec17348553661321aad5bab74607e409bddc9902e934f3aba0,,,,,,,,,,
Library,,,,,,set-cookie-parser,2.7.2,optional,MIT,,,,pkg:npm/set-cookie-parser@2.7.2,,,,,,,,,,,,,,,a1e33596953f52f853c70fa0ddc21fc571f225173fba275ddf22b53f6e368331ddb34b9d401633b37cbc8f8802096f9927b69dd3272d95df1160ef9b76eae5bf,,,,,,,,,,
Library,,,,,,sirv,3.0.2,optional,MIT,,,,pkg:npm/sirv@3.0.2,,,,,,,,,,,,,,,db0702fe81b11e2b3f0681e490fc2576088f49872964adc9536f16a0c56fe79c87260719f2b957bee1bd899820cfeb14d5de1b460206012c325aa8f1bb714cd2,,,,,,,,,,
Library,,,,,@polka,url,1.0.0-next.29,optional,MIT,,,,pkg:npm/%40polka/url@1.0.0-next.29,,,,,,,,,,,,,,,c304005a1592b8769a83c738abf28dfef0a878e258b21008bcc4300f81a949bdce89992515fbc08268f4542041226469b85fda160211ce59579555fddc97afc3,,,,,,,,,,
Library,,,,,,totalist,3.0.1,optional,MIT,,,,pkg:npm/totalist@3.0.1,,,,,,,,,,,,,,,b1fe22dfb9d0d8b071e26df007be32fae6e8a6ae96fdd2335e0d050c68ec62764755ad436bc147f39df094bda0b54860fb12578df937914652dc146841ea1005,,,,,,,,,,
Library,,,,,@rollup,plugin-commonjs,25.0.8,optional,MIT,,,,pkg:npm/%40rollup/plugin-commonjs@25.0.8,,,,,,,,,,,,,,,6446564cae67e9075ed2da38bd2f4caf9c7fd14668a82c4f551f4a4548d4e24036b0eec61149f57e8a740c0c293bacf4370fe424e37d6c3992c5d5b13bf4d3d4,,,,,,,,,,
Library,,,,,@rollup,pluginutils,5.3.0,optional,MIT,,,,pkg:npm/%40rollup/pluginutils@5.3.0,,,,,,,,,,,,,,,e44761199b67bb757cf1c7aceece778617cae4a4804a7259bfc2ee969734e1c58edd11044aba095e0ef70c5b0e9a06d4d81870574136d1bbb620365bdd5296e1,,,,,,,,,,
Library,,,,,,estree-walker,2.0.2,optional,MIT,,,,pkg:npm/estree-walker@2.0.2,,,,,,,,,,,,,,,45f924fcca7f0cbec95637b7bb5f05c45ba34254cd476aba41f312301ec0bc2071f753468ff6dade409fcdad1fe9d5436f0ed89517ff9c3ae7ee942b082c90ff,,,,,,,,,,
Library,,,,,,picomatch,4.0.3,optional,MIT,,,,pkg:npm/picomatch@4.0.3,,,,,,,,,,,,,,,e604e680463fb2a2ba8055cb22c40d1f5f6559be1e6cf0cb03849d2cfeddb169085c75a51baea83ee56f5d21853e9a58673f190d9ab475862b6c77c109551bd5,,,,,,,,,,
Library,,,,,,commondir,1.0.1,optional,MIT,,,,pkg:npm/commondir@1.0.1,,,,,,,,,,,,,,,5bda40870d236b511d6f91957481759a3670fc0488d0095285733cdd45067b60d5af94dd00f100d4e03c9bf83ccd6a7dc7a3a7ee0aae7d8f856ad0db0b730342,,,,,,,,,,
Library,,,,,,glob,8.1.0,optional,ISC,,,,pkg:npm/glob@8.1.0,,,,,,,,,,,,,,,afc869123890118945d9053475fddd4be9f1c5222b797412d6a461309334439343751dfce82ee36fb1f0c2877c1608ae7b1fa4d0616381fb75f32bf19b95e809,,,,,,,,,,
Library,,,,,,fs.realpath,1.0.0,optional,ISC,,,,pkg:npm/fs.realpath@1.0.0,,,,,,,,,,,,,,,38ed291f694ae9ad2166701d6aee48b731cf23aa5496f23b8cc567c54411b70e28c05db093c94e49a6ed1830933f81a0ae0d8c6c69d63bd5fc2b5b78f9f18c0f,,,,,,,,,,
Library,,,,,,inflight,1.0.6,optional,ISC,,,,pkg:npm/inflight@1.0.6,,,,,,,,,,,,,,,93dd88fdbd3cab8c2f16c71708bbea7ec1c2ae3ac5ef2897b10b8856f544ecdf365b7f9aaa9cee51d05b7e159ccbf159477ff82207e532028b3acbcf0eb18224,,,,,,,,,,
Library,,,,,,once,1.4.0,optional,ISC,,,,pkg:npm/once@1.4.0,,,,,,,,,,,,,,,94d689808fb643951140191c7042874d038f697754c67659125413658d0c15402e684a9ed44f8dcaf81dcff688c8d8ba67d3333b976fd47f27e7cfc610ba77fb,,,,,,,,,,
Library,,,,,,wrappy,1.0.2,optional,ISC,,,,pkg:npm/wrappy@1.0.2,,,,,,,,,,,,,,,9784a9fc346c7a8afdc0be84bd5dbe4ee427eb774c90f8d9feca7d5e48214c46d5f4a94f4b5c54b19deeeff2103b8c31b5c141e1b82940f45c477402bdeccf71,,,,,,,,,,
Library,,,,,,inherits,2.0.4,optional,ISC,,,,pkg:npm/inherits@2.0.4,,,,,,,,,,,,,,,93fbc6697e3f6256b75b3c8c0af4d039761e207bea38ab67a8176ecd31e9ce9419cc0b2428c859d8af849c189233dcc64a820578ca572b16b8758799210a9ec1,,,,,,,,,,
Library,,,,,,minimatch,5.1.6,optional,ISC,,,,pkg:npm/minimatch@5.1.6,,,,,,,,,,,,,,,94ac15ff56eba46ea6054147b5becd526b400426f65996669b6c0d88e0398406fc55d092e01dddb4c5b2bdca1589c730016fc23844635cbb74ccfd735d4376ea,,,,,,,,,,
Library,,,,,,brace-expansion,2.0.2,optional,MIT,,,,pkg:npm/brace-expansion@2.0.2,,,,,,,,,,,,,,,26dd2f1f233e8e6501aa88c1ec4d4d21869db74bc8d10c63c5dd9312b5bde300f3f84d8b026e6f28c5d7c20e996414c73ee5250e0407297be318175f705d590d,,,,,,,,,,
Library,,,,,,balanced-match,1.0.2,optional,MIT,,,,pkg:npm/balanced-match@1.0.2,,,,,,,,,,,,,,,de849e50ed13315ebb84dd4099b5ec2b8c9aa94eed8e21e56f144364ea47d0a5bdf82797e1b440697d009f1b74b71d8cae94695b041a3f02252121098585393f,,,,,,,,,,
Library,,,,,,is-reference,1.2.1,optional,MIT,,,,pkg:npm/is-reference@1.2.1,,,,,,,,,,,,,,,53cd8cb175e2148ae308ae28b4b4fea36340d8277683930ba0e5575198c83a12eeaeb471a445f323c3b42991ebdc88cbbe5007d644cf612baa7abe53f5954129,,,,,,,,,,
Library,,,,,@rollup,plugin-json,6.1.0,optional,MIT,,,,pkg:npm/%40rollup/plugin-json@6.1.0,,,,,,,,,,,,,,,106236b5ee44364d5ca067800d223067b1b643c0894b6b05d76d13ee32f0e31170f67ef020e5c7a3e90861102856924037e926a994a83b7169e09b68345e1178,,,,,,,,,,
Library,,,,,@rollup,plugin-node-resolve,15.3.1,optional,MIT,,,,pkg:npm/%40rollup/plugin-node-resolve@15.3.1,,,,,,,,,,,,,,,b6083a6fdd690326d71c940c000c16f55b9604ee93862faaec108d0112f04aa966b07cf45d8511b46be1fc0bb04800d7488e21ff6b876eceece05ce564319218,,,,,,,,,,
Library,,,,,@types,resolve,1.20.2,optional,MIT,,,,pkg:npm/%40types/resolve@1.20.2,,,,,,,,,,,,,,,eb4042c1114e6424210e773041dc7178e10491b73974831c7182f06f1b12e1350d79510243fa412748f4f66ac73a5fc926fa513c6c0ef52bc4e2747635bfdae1,,,,,,,,,,
Library,,,,,,is-module,1.0.0,optional,MIT,,,,pkg:npm/is-module@1.0.0,,,,,,,,,,,,,,,e75ca93d23c2a1310837d772e4ecbe878a528602663c2ca029fc9108848123e268593ff6a09bcaf103f19b0bfb6ffa76dfd8d7ae6f4cd669506f2289e40d79da,,,,,,,,,,
Library,,,,,,resolve,1.22.11,optional,MIT,,,,pkg:npm/resolve@1.22.11,,,,,,,,,,,,,,,45fa80bcb9cc977d77afb73da1c941d478541007b37292e3cfde70147e0b56e864f4917faf6daa9953fd00c98e538bcc5fb43ca4df23c0d83f092a5d1673234d,,,,,,,,,,
Library,,,,,,is-core-module,2.16.1,optional,MIT,,,,pkg:npm/is-core-module@2.16.1,,,,,,,,,,,,,,,51fa1e300e9f209f304d81445237a59da188ebbbfaf8deea5c912f42e2066bdf65e31b02aee498395490d2e3c0367e1d0339bc96460f68a2ebae28cbabbc76df,,,,,,,,,,
Library,,,,,,hasown,2.0.2,optional,MIT,,,,pkg:npm/hasown@2.0.2,,,,,,,,,,,,,,,d21254f5208fbe633320175916a34f5d66ba76a87b59d1f470823dcbe0b24bcac6de72f8f01725adaf4798a8555541f23d6347e58ef10f0001edb7e04a391431,,,,,,,,,,
Library,,,,,,function-bind,1.1.2,optional,MIT,,,,pkg:npm/function-bind@1.1.2,,,,,,,,,,,,,,,ed71cdc47eea5fdc46e66230c6486e993a31fcc21135c3a00ebc56b0cb76a40af6dd61e9e8cad194dec50521690a9afea153b417be38894811f369c931f1b648,,,,,,,,,,
Library,,,,,,path-parse,1.0.7,optional,MIT,,,,pkg:npm/path-parse@1.0.7,,,,,,,,,,,,,,,2c32733d510410f47ecb8f33f7703411dd325dbf29001c865a8fe4e5861d620a58dbfd84b0eb24b09aeaee5387c6bcab54e9f57a31baa00a7c6a1bce2100fcb3,,,,,,,,,,
Library,,,,,,supports-preserve-symlinks-flag,1.0.0,optional,MIT,,,,pkg:npm/supports-preserve-symlinks-flag@1.0.0,,,,,,,,,,,,,,,a2dd169d74bd7e076480871e3dee911cd935580f3e9ae3dae9c4a3791dd5f0adbbabd041d6b4c4dd1d69ec7bf4cf567201cf2ce95beff0323259febcd4c02dd3,,,,,,,,,,
Framework,,,,,@sveltejs,svelte-virtual-list,3.0.1,optional,,LIL,,,pkg:npm/%40sveltejs/svelte-virtual-list@3.0.1,,,,,,,,,,,,,,,685f53a6d4bb34a292eff4eaa6cc500520c9f50d17058cc17a109e202e43cdd30482b259a4861aa3d2d12e7cb2a3a495a1da5aa66d81ec513f2e3f85480e7f49,,,,,,,,,,
Library,,,,,@tiptap,core,2.27.2,required,MIT,,,,pkg:npm/%40tiptap/core@2.27.2,,,,,,,,,,,,,,,0012f537a7a8c730f30b56d8be431bbf27b11da72ccec29d54f62a865e46c072cebe965cbfd544f5068ac0320b4f2cf9be8080d2519c0005d9a7eaa75ce93995,,,,,,,,,,
Library,,,,,@tiptap,pm,2.27.2,optional,MIT,,,,pkg:npm/%40tiptap/pm@2.27.2,,,,,,,,,,,,,,,91a120ec17e224f0d030a6e3548cc43cedf095c03ea596f6b6570af603eb7439c415a79cd904c5d6c5f3d9a9362086f672eaef9c8ad0e32adf1e02e5540ef6c0,,,,,,,,,,
Library,,,,,,prosemirror-changeset,2.3.1,optional,MIT,,,,pkg:npm/prosemirror-changeset@2.3.1,,,,,,,,,,,,,,,8f490e448066f1ac89365df342f0f54d33c7257de0d38d9eb7acbf2908598673ebaee3bc7b1913806f17f8d4698fb908c8c304c7be176f70f230806d3b420a91,,,,,,,,,,
Library,,,,,,prosemirror-transform,1.10.5,optional,MIT,,,,pkg:npm/prosemirror-transform@1.10.5,,,,,,,,,,,,,,,44f0d00b120384805bd68dfac71c2c69e02f8af3bc54b25c801b7398ec10eb86ccb6c545879492b89e9d592c4ed54b074e24d73c28109b73c326dee9e8838b6f,,,,,,,,,,
Library,,,,,,prosemirror-model,1.25.4,optional,MIT,,,,pkg:npm/prosemirror-model@1.25.4,,,,,,,,,,,,,,,3c833b138dcf07129c7bc39079ecc0b3d8f84cffb9c83a5955bbaeaddd61e69854c44288bbe1b66be114673202e674b598992d0c95b36ea4b6de7d6db007f940,,,,,,,,,,
Library,,,,,,orderedmap,2.1.1,optional,MIT,,,,pkg:npm/orderedmap@2.1.1,,,,,,,,,,,,,,,4ef016c62d270ded63febb4c7167088fde3e15f7ba9fbce1a30df7878d122b19ac9a8cece9dcff7be11a8f299fa0570777bb31367f321ccf3cdfdba2c4c395ea,,,,,,,,,,
Library,,,,,,prosemirror-collab,1.3.1,optional,MIT,,,,pkg:npm/prosemirror-collab@1.3.1,,,,,,,,,,,,,,,e129f29d847d4d361a4155ddfe2794bec555e0f0cc073aeadb13d45aeb478af0ee3ac8595ea439ac66d933ce0711a5ca6cb748b6c7bbc1e30639474355c2ca11,,,,,,,,,,
Library,,,,,,prosemirror-state,1.4.4,required,MIT,,,,pkg:npm/prosemirror-state@1.4.4,,,,,,,,,,,,,,,ea38981c7d822066c27e7c5d1db5d9d7683248563f7f3fee959137df71ba6cfa8867817e4d7a3d89f891f3a9c01e95a77e836339bde8e444a2ec9f14cf58d71f,,,,,,,,,,
Library,,,,,,prosemirror-view,1.41.4,optional,MIT,,,,pkg:npm/prosemirror-view@1.41.4,,,,,,,,,,,,,,,5a42a09f28cd9dcae2d371a36b3dc8156bc2004f785e888482fb6bd3faf65f0ed1f3f2232b7b0a2d2883a021d672c5d20229d568a9464590ef302b05d646f38c,,,,,,,,,,
Library,,,,,,prosemirror-commands,1.7.1,optional,MIT,,,,pkg:npm/prosemirror-commands@1.7.1,,,,,,,,,,,,,,,ad3eea66742dc79734ff2fca958686bed1b8d754bded468bea0769e91219db70cb1da9cc60bc9f1815790ed4a765db6142a97b5be94455ba527f0b4ef13f8bdb,,,,,,,,,,
Library,,,,,,prosemirror-dropcursor,1.8.2,optional,MIT,,,,pkg:npm/prosemirror-dropcursor@1.8.2,,,,,,,,,,,,,,,08293a1b2c7df93b76b1b624e4d2b49c1d6e9078b6af269181a755fcbbf236e3b77a76b5a5ac8cdb3e82834bced5e6caf1cc5bce8e3592ed831390318f566e8b,,,,,,,,,,
Library,,,,,,prosemirror-gapcursor,1.4.0,optional,MIT,,,,pkg:npm/prosemirror-gapcursor@1.4.0,,,,,,,,,,,,,,,cf4d2abeead2742116508ba58a3fe2b076aabb8b8b4bcaff162eb521b8dd20f244a274208206c9b0b9ecb56ecb81d938cd0ebcff2afa07a6dfeec257a3022075,,,,,,,,,,
